property_id,City_clean,Locality,Price,Avg_Rent,rental_yield_pct,yield_category,investment_score,score_driver,score_rent_component,score_safety_component,score_flood_component,property_age_bucket,bhk,furnishing_type,price_trend_proxy,Crime_Index,Flood_Risk,locality_id,Name,Property Title,State,ry_prank,ry_capped,crime_prank,safety_prank,flood_norm,flood_data_level,crime_data_level,yield_unit,investment_score_scale,last_updated,assumption_notes,score_formula_version,data_status,area_category,Area_sqft_valid,price_realistic_flag,price_lakh,price_crore
9f58adca-1d11-409c-b368-da1c724a13ef,New Delhi,builders elegance,4425000.0,14450.0,3.918644068,Medium,42.9,Rental Yield Driven,47.1,8.7,1.97,0-5 years,2,Unfurnished,0.485,28358,70.832899,1dfd3fdcdaf08440c4cd58574402b67e,"builders elegance,Bhogal, Jangpura,New Delhi","2 BHK Flat for sale in Jangpura, New Delhi",Delhi,0.673251652,3.918644068,0.567077368,0.432922632,0.197012577,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Small,552,True,44.25,0.44
3d89fd34-7a3b-4fc9-b0c6-fd6657224ca0,Mumbai,Tirumala Habitats,47500000.0,50000.0,1.263157895,Low,47.6,Rental Yield Driven,12.8,3.1,10.0,5-10 years,2,Fully-Furnished,0.953,54543,62.82136117,540ec90038860ebcd372172b9fe7b277,"Tirumala Habitats,P&T Staff Colony, Mulund West,Mumbai","4 BHK Flat for sale in Mulund West, Mumbai",Maharashtra,0.18312913,1.263157895,0.843681167,0.156318833,1.0,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Large,2825,True,475.0,4.75
22cebea1-2e2b-4d73-973b-f8ff8bdff36b,Pune,Hadapsar,6300000.0,14450.0,2.752380952,Medium,58.5,Rental Yield Driven,34.7,15.3,10.0,5-10 years,2,Semi-Furnished,0.102,17123,62.82136117,35a783b64dfea247118bb9fb8fee1abe,Nandini Bellus,"2 BHK Flat for sale in Hadapsar, Pune",Maharashtra,0.496386289,2.752380952,0.23502891,0.76497109,1.0,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Medium,900,True,63.0,0.63
468afc7d-33e9-4c81-8b84-5b5fea6da75b,Kolkata,Parnasree,4000000.0,8500.0,2.55,Medium,58.2,Rental Yield Driven,32.0,18.3,7.47,0-5 years,2,Fully-Furnished,0.252,14492,65.34115118,e7210d398ab806b5c1ceab1895bae2f8,"Parnasree, Behala,Kolkata","2 BHK Flat for sale in Behala, Kolkata",West Bengal,0.457427037,2.55,0.085111509,0.914888491,0.747444283,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Medium,700,True,40.0,0.4
38814672-d32a-4151-9a95-c5dd6311685e,Bangalore,Vakil Garden City,5500000.0,14450.0,3.152727273,Medium,40.6,Rental Yield Driven,40.0,8.7,7.47,5-10 years,2,Unfurnished,0.714,28358,72.79852595,c7b95136c20948938f6daa0fc1d00382,Puravankara Purva Highlands,"2 BHK Flat for sale in Vakil Garden City, Bangalore",Karnataka,0.570863161,3.152727273,0.567077368,0.432922632,0.747444283,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Medium,1160,True,55.0,0.55
a03cd819-a9b2-4aad-b9b1-d0d909266085,New Delhi,Uttam nagar west,3600000.0,14450.0,4.816666667,High,42.9,Rental Yield Driven,52.5,8.7,1.97,10+ years,2,Semi-Furnished,0.485,28358,70.832899,2b3f096620a48a7ff59d5f52c56fe593,"Uttam nagar west, Uttam Nagar,New Delhi","2 BHK Flat for sale in Uttam Nagar, New Delhi",Delhi,0.749518172,4.816666667,0.567077368,0.432922632,0.197012577,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Medium,650,True,36.0,0.36
bee44398-29fa-4136-91b7-fa5794c36a35,Kolkata,Hatiara,5800000.0,8500.0,1.75862069,Low,58.2,Rental Yield Driven,20.0,18.3,7.47,10+ years,1,Unfurnished,0.252,14492,65.34115118,706d24767d63588d0f9549a9a9d1cb31,Clubtown Courtyard,"2 BHK Flat for sale in Rajarhat, Kolkata",West Bengal,0.285379956,1.75862069,0.085111509,0.914888491,0.747444283,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Medium,1164,True,58.0,0.58
904bba73-6c05-4300-8dbc-86ee3a64f051,Bangalore,Kalena Agrahara,3000000.0,14450.0,5.78,High,40.6,Rental Yield Driven,57.0,8.7,7.47,10+ years,2,Unfurnished,0.714,28358,72.79852595,1654cdbcfa74fb1875fc2f75e02af188,VR Terrace,"2 BHK Flat for sale in Kalena Agrahara, Bangalore",Karnataka,0.814461729,5.78,0.567077368,0.432922632,0.747444283,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Medium,1110,True,30.0,0.3
7db4aa26-9424-4569-ad7c-32f2dc79ad74,Bangalore,Apartments,6900000.0,14450.0,2.513043478,Medium,40.6,Rental Yield Driven,31.6,8.7,7.47,0-5 years,2,Unfurnished,0.714,28358,72.79852595,88ce6d6fe6d8310a33e92c5667bbf349,"Apartments ,Teachers Colony, Chandapura,Bangalore","3 BHK Flat for sale in Chandapura, Bangalore",Karnataka,0.45192043,2.513043478,0.567077368,0.432922632,0.747444283,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Large,1335,True,69.0,0.69
0acaf79c-8329-4339-a8b2-2a67ee391b4e,Kolkata,Vivekananda Nagar,6600000.0,8500.0,1.545454545,Low,58.2,Safety Driven,17.0,18.3,7.47,5-10 years,2,Fully-Furnished,0.252,14492,65.34115118,660740cc53cf4de8b6c6d36054b12f75,Srijani Apartment,"3 BHK Flat for sale in Ashok Nagar, Kolkata",West Bengal,0.243219989,1.545454545,0.085111509,0.914888491,0.747444283,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Medium,1125,True,66.0,0.66
a3d8ad33-6b9b-4117-9908-b407d12d5ce4,Bangalore,Kaggalipura,3700000.0,14450.0,4.686486486,High,40.6,Rental Yield Driven,51.9,8.7,7.47,0-5 years,2,Semi-Furnished,0.714,28358,72.79852595,f48731fec04b889fc3c156509c73662b,Brigade Plumeria Lifestyle At Brigade Meadows,"1 BHK Flat for sale in Kaggalipura, Bangalore",Karnataka,0.740914097,4.686486486,0.567077368,0.432922632,0.747444283,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Medium,850,True,37.0,0.37
b8dcc020-073d-448b-8ff1-30d68b115e85,New Delhi,Sector D,9750000.0,14450.0,1.778461538,Low,42.9,Rental Yield Driven,20.2,8.7,1.97,0-5 years,2,Unfurnished,0.485,28358,70.832899,008fa52c9181a1472c63ee61336ae695,"Sector D, Vasant Kunj,New Delhi","6 BHK Independent House for sale in Vasant Kunj, New Delhi",Delhi,0.289028084,1.778461538,0.567077368,0.432922632,0.197012577,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Medium,600,True,97.5,0.98
e67eccb7-cb9e-403f-91f9-0d1e67dac96d,Bangalore,Apartments,5700000.0,14450.0,3.042105263,Medium,40.6,Rental Yield Driven,38.8,8.7,7.47,5-10 years,2,Semi-Furnished,0.714,28358,72.79852595,88ce6d6fe6d8310a33e92c5667bbf349,"Apartments ,Teachers Colony, Chandapura,Bangalore","2 BHK Flat for sale in Chandapura, Bangalore",Karnataka,0.554308921,3.042105263,0.567077368,0.432922632,0.747444283,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Medium,1109,True,57.0,0.57
aea978a8-c24d-46ff-a25d-c2152d2c21d3,Mumbai,Prithvi Pride,8000000.0,50000.0,7.5,High,47.6,Rental Yield Driven,61.8,3.1,10.0,5-10 years,2,Semi-Furnished,0.953,54543,62.82136117,94f2fea5ea67516f1f384867e5c57213,"Prithvi Pride,Mira Road West, Mumbai","1 BHK Flat for sale in Mira Road West, Mumbai",Maharashtra,0.883294328,7.5,0.843681167,0.156318833,1.0,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Small,470,True,80.0,0.8
b79366e3-6337-4f6e-ad87-94b80cd58cd8,New Delhi,Sector 9 Rohini,10900000.0,14450.0,1.590825688,Low,42.9,Rental Yield Driven,18.0,8.7,1.97,10+ years,2,Fully-Furnished,0.485,28358,70.832899,57383cb1f8ace80b6f596136c9805151,Vidya Vihar,"3 BHK Flat for sale in Sector 9 Rohini, New Delhi",Delhi,0.256848844,1.590825688,0.567077368,0.432922632,0.197012577,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Medium,950,True,109.0,1.09
bdc35d9c-3312-4312-8075-0a5391eba1f5,Bangalore,Rajanukunte,4950000.0,14450.0,3.503030303,Medium,40.6,Rental Yield Driven,43.7,8.7,7.47,5-10 years,2,Semi-Furnished,0.714,28358,72.79852595,d100785c68f324dc54015f213ee0e806,"Rajanukunte, Bangalore","2 BHK Villa for sale in Rajanukunte, Bangalore",Karnataka,0.624621421,3.503030303,0.567077368,0.432922632,0.747444283,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Large,1200,True,49.5,0.5
d3bfb337-cc06-49bd-b440-bda4d86a99ae,Chennai,Kalyanapuram,6500000.0,13400.0,2.473846154,Medium,34.5,Rental Yield Driven,30.4,1.1,0.6,5-10 years,2,Unfurnished,0.355,58508,72.20217747,d12fe28c43d4080de4e439d1ef55f434,Krishna Apartment,"2 BHK Flat for sale in Ambattur, Chennai",Tamil Nadu,0.433610958,2.473846154,0.945140419,0.054859581,0.059771337,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Medium,840,True,65.0,0.65
f5e629ec-fa0c-40b8-9f97-dad3d69acd26,New Delhi,Manglapuri,7500000.0,14450.0,2.312,Medium,42.9,Rental Yield Driven,28.6,8.7,1.97,0-5 years,2,Unfurnished,0.485,28358,70.832899,6d5ddfa4e2489d697b2dbf739a159cd3,"Manglapuri, New Delhi","2 BHK Independent House for sale in Manglapuri, New Delhi",Delhi,0.408418227,2.312,0.567077368,0.432922632,0.197012577,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Medium,1000,True,75.0,0.75
d02f94d3-c4dd-43f3-98fa-e862cb55f59d,New Delhi,Sector 2 Dwarka,40000000.0,14450.0,0.4335,Low,42.9,Safety Driven,2.1,8.7,1.97,5-10 years,2,Fully-Furnished,0.485,28358,70.832899,892610577e5be1ed949b75f540b53a33,CGHS Celestial Heights,"4 BHK Flat for sale in Sector 2 Dwarka, New Delhi",Delhi,0.03032076,0.4335,0.567077368,0.432922632,0.197012577,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Large,4000,True,400.0,4.0
079c0a4b-18c0-44ad-bd5e-dfc256c19e6e,Pune,Ketakiban,4500000.0,14450.0,3.853333333,Medium,58.5,Rental Yield Driven,46.4,15.3,10.0,10+ years,2,Unfurnished,0.102,17123,62.82136117,f2c0c9e5f33cdb0b9e15ea7581e81ee1,"Ketakiban,Parvati Industrial Estate, Parvati Darshan,Pune","1 BHK Flat for sale in Parvati Darshan, Pune",Maharashtra,0.663339758,3.853333333,0.23502891,0.76497109,1.0,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Small,530,True,45.0,0.45
d51c74f1-7651-400b-8b76-34e5a0ffd3ea,Chennai,Indian Flats,8900000.0,13400.0,1.806741573,Low,34.5,Rental Yield Driven,20.5,1.1,0.6,5-10 years,2,Unfurnished,0.355,58508,72.20217747,326d7595a75b7f51ba81757ba245c412,"Indian Flats,Tiru Vi Ka Nagar, Perambur,Chennai","3 BHK Flat for sale in Perambur, Chennai",Tamil Nadu,0.292366465,1.806741573,0.945140419,0.054859581,0.059771337,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Large,1201,True,89.0,0.89
509c02f8-1f8a-4844-ac26-a8c4ff9939d3,Kolkata,Jatindas Nagar,2700000.0,8500.0,3.777777778,Medium,58.2,Rental Yield Driven,45.7,18.3,7.47,10+ years,2,Semi-Furnished,0.252,14492,65.34115118,c6ba5b8baefaa037e68e00e7b7c79da9,Titas Apartment,"2 BHK Flat for sale in Belghoria, Kolkata",West Bengal,0.65253304,3.777777778,0.085111509,0.914888491,0.747444283,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Medium,720,True,27.0,0.27
dadc17ef-0dfd-4bbc-ad66-037cb74824da,Pune,Fatima Nagar,9500000.0,14450.0,1.825263158,Low,58.5,Rental Yield Driven,20.9,15.3,10.0,10+ years,2,Unfurnished,0.102,17123,62.82136117,926e51c7c8990857942ee6717238d006,"Fatima Nagar, Wanowrie,Pune","3 BHK Flat for sale in Wanowrie, Pune",Maharashtra,0.298010738,1.825263158,0.23502891,0.76497109,1.0,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Large,1700,True,95.0,0.95
0f78c32e-ae82-403c-a777-4e196d694f27,Bangalore,R.K. Hegde Nagar,8500000.0,14450.0,2.04,Medium,40.6,Rental Yield Driven,24.2,8.7,7.47,5-10 years,2,Unfurnished,0.714,28358,72.79852595,07b3ea644e9735c11052a4003c8cc576,"R.K. Hegde Nagar, Bangalore","1 RK Independent House for sale in R.K. Hegde Nagar, Bangalore",Karnataka,0.345711729,2.04,0.567077368,0.432922632,0.747444283,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Large,8000,True,85.0,0.85
14e0e6e7-6927-42da-8d09-03b59e79e6b5,Chennai,Kanchipuram,2500000.0,13400.0,6.432,High,34.5,Rental Yield Driven,59.3,1.1,0.6,5-10 years,2,Unfurnished,0.355,58508,72.20217747,c29239dcb7162199e49a2dd704672b6b,Amarprakash Temple Waves,"1.5 BHK Flat for sale in Kanchipuram, Chennai",Tamil Nadu,0.846675385,6.432,0.945140419,0.054859581,0.059771337,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Medium,606,True,25.0,0.25
bacaf954-3db3-4990-b350-a68c1160bf2d,New Delhi,Sector 31 Rohini,3000000.0,14450.0,5.78,High,42.9,Rental Yield Driven,57.0,8.7,1.97,0-5 years,2,Fully-Furnished,0.485,28358,70.832899,89880121b999802366a1449c31bf6cb9,"Sector 31 Rohini, New Delhi","3 BHK Independent House for sale in Sector 31 Rohini, New Delhi",Delhi,0.814461729,5.78,0.567077368,0.432922632,0.197012577,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Large,1350,True,30.0,0.3
8185568d-064a-4efc-85ca-d78c1539f3c1,Chennai,Iyyapa Nagar,5400000.0,13400.0,2.977777778,Medium,34.5,Rental Yield Driven,37.9,1.1,0.6,0-5 years,2,Fully-Furnished,0.355,58508,72.20217747,57edd243cc443f8924edf4a5b64c8100,"Iyyapa Nagar, Chennai","3 BHK Independent House for sale in Iyyapa Nagar, Chennai",Tamil Nadu,0.54157489,2.977777778,0.945140419,0.054859581,0.059771337,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Large,1200,True,54.0,0.54
6ef21b4f-228d-473d-882e-76897f53b0e6,Chennai,Kannan Colony,7330000.0,13400.0,2.19372442,Medium,34.5,Rental Yield Driven,26.6,1.1,0.6,5-10 years,2,Semi-Furnished,0.355,58508,72.20217747,dfe063c614ef72d6155b1910d6a92684,Casagrand Bellissimo,"2 BHK Flat for sale in Pazhavanthangal, Chennai",Tamil Nadu,0.379302037,2.19372442,0.945140419,0.054859581,0.059771337,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Small,595,True,73.3,0.73
5aacedd4-0990-47db-837b-d4e274740e1c,Pune,Lokmanya Colony,7500000.0,14450.0,2.312,Medium,58.5,Rental Yield Driven,28.6,15.3,10.0,5-10 years,2,Semi-Furnished,0.102,17123,62.82136117,db78cf3092bf7b666f242468404993b0,"Lokmanya Colony, Kothrud,Pune","1 RK Flat for sale in Kothrud, Pune",Maharashtra,0.408418227,2.312,0.23502891,0.76497109,1.0,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Medium,720,True,75.0,0.75
a80d9f8b-2de7-4061-9b27-bd42ae9c856d,Pune,Rohit park building kalewadi,2000000.0,14450.0,8.67,High,58.5,Rental Yield Driven,63.9,15.3,10.0,0-5 years,2,Semi-Furnished,0.102,17123,62.82136117,29b31e1f673ebb90f5efa155ce772731,"Rohit park building kalewadi,Nandadeep Colony, Kalewadi,Pune","1 RK Flat for sale in Kalewadi, Pune",Maharashtra,0.91247935,8.67,0.23502891,0.76497109,1.0,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Small,407,True,20.0,0.2
cea1a162-bd62-4497-912e-0d298fb59277,Bangalore,Chamundi Nagar,7500000.0,14450.0,2.312,Medium,40.6,Rental Yield Driven,28.6,8.7,7.47,5-10 years,2,Fully-Furnished,0.714,28358,72.79852595,de36a1e2c3da9f63e1b53bad89d6b644,Soorya Signature by Soorya Homes,"2 BHK Flat for sale in Hebbal, Bangalore",Karnataka,0.408418227,2.312,0.567077368,0.432922632,0.747444283,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Large,1628,True,75.0,0.75
db547db8-9483-4d84-be54-41537fd0096d,Pune,Aryan Cooperative Housing Society,2600000.0,14450.0,6.669230769,High,58.5,Rental Yield Driven,59.6,15.3,10.0,0-5 years,2,Unfurnished,0.102,17123,62.82136117,ca522051644734531158c6d1edcc3b43,"Aryan Cooperative Housing Society,Shivane, Pune","1 RK Flat for sale in Shivane, Pune",Maharashtra,0.852044328,6.669230769,0.23502891,0.76497109,1.0,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Small,555,True,26.0,0.26
066687b2-ce7c-4668-9cb7-4154e3dbdf97,Bangalore,Bhuvaneshwari Nagar,20000000.0,14450.0,0.867,Low,40.6,Safety Driven,7.1,8.7,7.47,0-5 years,2,Unfurnished,0.714,28358,72.79852595,4f62243c2bbff24fe7ae6c09b2ae553b,"Bhuvaneshwari Nagar, Hebbal Kempapura,Bangalore","4 BHK Independent House for sale in Hebbal Kempapura, Bangalore",Karnataka,0.100977423,0.867,0.567077368,0.432922632,0.747444283,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Large,1300,True,200.0,2.0
1268fd28-f67e-489a-a3eb-f2448055431f,Mumbai,Khan Estate,18000000.0,50000.0,3.333333333,Medium,47.6,Rental Yield Driven,41.5,3.1,10.0,0-5 years,2,Unfurnished,0.953,54543,62.82136117,af7e9a6700b00e9aa3f69f6e8859fab8,Malkani Towers CHS,"2 BHK Flat for sale in Jogeshwari West, Mumbai",Maharashtra,0.592201267,3.333333333,0.843681167,0.156318833,1.0,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Medium,925,True,180.0,1.8
c2e1eeb8-c8ea-4f5b-9371-daaa649ab8c9,New Delhi,Dharampura,4500000.0,14450.0,3.853333333,Medium,42.9,Rental Yield Driven,46.4,8.7,1.97,10+ years,2,Unfurnished,0.485,28358,70.832899,b7dd9b7d5ec98b1e66aa09ce3c79cfcc,"Dharampura, Najafgarh,New Delhi","3 BHK Independent House for sale in Najafgarh, New Delhi",Delhi,0.663339758,3.853333333,0.567077368,0.432922632,0.197012577,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Medium,675,True,45.0,0.45
a1ebad6a-f98f-482d-8f45-5632c79bb220,Bangalore,Kalkere,23000000.0,15000.0,0.782608696,Low,73.8,Safety Driven,6.0,8.7,7.47,0-5 years,2,Unfurnished,0.714,28358,72.79852595,b95818f7f7e40d1a030ac9aac6bbf3ed,Riches Residency,"5 BHK Villa for sale in Kalkere, Bangalore",Karnataka,0.086247247,0.782608696,0.567077368,0.432922632,0.747444283,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Large,4700,True,230.0,2.3
7cd3b853-fc72-415b-85f3-184c7ff32af5,Bangalore,Seeghehalli,10500000.0,14450.0,1.651428571,Low,40.6,Rental Yield Driven,18.5,8.7,7.47,10+ years,2,Fully-Furnished,0.714,28358,72.79852595,dbfaa05961caae5ed463c1e46f0b1e36,"Seeghehalli, Krishnarajapura,Bangalore","3 BHK Independent House for sale in Krishnarajapura, Bangalore",Karnataka,0.264833425,1.651428571,0.567077368,0.432922632,0.747444283,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Large,2300,True,105.0,1.05
a05d347b-8257-47df-8925-3e240b198d4d,Bangalore,Oil Mill Road,32500000.0,14450.0,0.533538462,Low,40.6,Safety Driven,3.1,8.7,7.47,5-10 years,2,Unfurnished,0.714,28358,72.79852595,2f759d23e5930575a896648cede22aaf,"Oil Mill Road ,Kacharakanahalli, Bangalore","10 BHK Independent House for sale in Kacharakanahalli, Bangalore",Karnataka,0.044052863,0.533538462,0.567077368,0.432922632,0.747444283,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Large,1400,True,325.0,3.25
ff96692f-14cc-4146-ab61-576b7197f7c8,Bangalore,Hampapura,15500000.0,14450.0,1.118709677,Low,40.6,Rental Yield Driven,10.5,8.7,7.47,5-10 years,2,Fully-Furnished,0.714,28358,72.79852595,077d38d9700bd216d13bf8d4708d5980,Sobha Lake Garden by Sobha Limited,"3 BHK Flat for sale in Hampapura, Bangalore",Karnataka,0.149710903,1.118709677,0.567077368,0.432922632,0.747444283,State,City,Percent (%),100,2025-12-15,"Flood risk applied at state level due to data availability. Property age, BHK, and furnishing type inferred using domain assumptions. Price trend is a proxy, not historical time-series.",RY_70 + SAFETY_20 + FLOOD_10,FINAL_FROZEN,Large,1765,True,155.0,1.55
